floor,price,size,rooms,bathrooms,latitude,longitude,hasLift,isParkingSpaceIncludedInPrice,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_newdevelopment,status_renew,newDevelopment_True,topNewDevelopment_True,exterior_True
0.08,0.087,0.031835205992509365,0.05,0.125,41388698,21720048,0,0,0,0,1,0,0,0,0,0,0,0
0.08,0.09714285714285714,0.04719101123595506,0.075,0.125,413788494,21584902,0,0,0,0,1,0,0,0,0,0,0,0
0.08,0.08914285714285715,0.03932584269662921,0.05,0.0625,414002763,21553741,0,0,0,0,1,0,0,0,0,0,0,0
0.12,0.08785714285714286,0.031835205992509365,0.05,0.0625,413958245,21675581,0,0,0,0,1,0,0,0,0,0,0,0
0.12,0.10028571428571428,0.03745318352059925,0.05,0.125,41391929,21558642,0,0,0,0,1,0,0,0,0,0,0,0
0.12,0.09128571428571429,0.031835205992509365,0.075,0.1875,413963261,21497358,0,0,0,0,1,0,0,0,0,0,0,0
0.16,0.1,0.03408239700374532,0.1,0.125,413885077,2142702,0,0,0,0,1,0,0,0,0,0,0,0
0.16,0.1,0.046067415730337076,0.075,0.25,413994739,2147884,0,0,0,0,0,1,0,0,0,0,0,0
0.2,0.11428571428571428,0.02846441947565543,0.075,0.0625,414354436,21674187,0,0,0,0,1,0,0,0,0,0,0,0
0.2,0.09571428571428571,0.033707865168539325,0.05,0.125,413903114,21600463,0,0,0,0,1,0,0,0,0,0,0,0
0.2,0.18285714285714286,0.04644194756554307,0.05,0.125,413871984,21541987,0,0,0,1,0,0,0,0,0,0,0,0
0.2,0.08585714285714285,0.024719101123595506,0.05,0.125,413833177,21598043,0,0,0,0,1,0,0,0,0,0,0,0
0.24,0.10285714285714286,0.044194756554307116,0.1,0.125,413803678,21567442,0,0,0,0,1,0,0,0,0,0,0,0
0.24,0.10485714285714286,0.03745318352059925,0.05,0.125,413950703,21381228,0,0,0,0,1,0,0,0,0,0,0,0
0.4,0.1,0.036329588014981276,0.05,0.125,413919567,21596883,0,0,0,0,0,1,0,0,0,0,0,0
0.84,0.11428571428571428,0.028089887640449437,0.05,0.125,414083389,22121029,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0.11428571428571428,0.048314606741573035,0.05,0.1875,413720492,21466547,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0.11428571428571428,0.041947565543071164,0.05,0.125,413835211,21294287,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.10051428571428571,0.0651685393258427,0.075,0.125,414016334,21208221,0,0,0,0,1,0,0,0,0,0,0,0
0.04,0.13428571428571429,0.1052434456928839,0.15,0.125,413939086,21578034,0,0,0,0,1,0,0,0,0,0,0,0
0.04,0.1,0.06367041198501873,0.075,0.125,413920471,21730105,0,0,0,0,1,0,0,0,0,0,0,0
0.04,0.11414285714285714,0.056179775280898875,0.1,0.125,413957186,21710244,0,0,0,0,1,0,0,0,0,0,0,0
0.04,0.09328571428571429,0.04456928838951311,0.025,0.0625,413899952,21461619,0,0,0,0,1,0,0,0,0,0,0,0
0.04,0.09414285714285714,0.026217228464419477,0.075,0.125,413792972,21559352,0,0,0,0,1,0,0,0,0,0,0,0
0.04,0.087,0.033707865168539325,0.025,0.0625,413875255,21772074,0,0,0,1,0,0,0,0,0,0,0,0
0.0,0.12,0.07116104868913857,0.1,0.125,413907341,21207362,0,0,0,0,0,1,0,0,0,0,0,0
0.0,0.09571428571428571,0.05056179775280899,0.05,0.125,413808328,21645011,0,0,0,0,1,0,0,0,0,0,0,0
0.04,0.11,0.09812734082397004,0.1,0.25,413918915,21270896,0,1,0,0,1,0,0,0,0,0,0,0
0.04,0.12,0.03745318352059925,0.05,0.125,413822425,21813571,0,0,0,0,1,0,0,0,0,0,0,0
0.08,0.12142857142857143,0.044194756554307116,0.075,0.125,412700498,20192608,0,1,0,0,1,0,0,0,0,0,0,0
0.12,0.1,0.03932584269662921,0.075,0.125,413976658,22052533,0,0,0,0,1,0,0,0,0,0,0,0
0.12,0.7142857142857143,0.052434456928838954,0.075,0.125,41374074,21902074,0,0,0,0,1,0,0,0,0,0,0,0
0.12,0.1,0.031835205992509365,0.05,0.125,413865062,2173693,0,0,0,0,1,0,0,0,0,0,0,0
0.12,0.14285714285714285,0.07153558052434457,0.125,0.1875,413937441,21138286,0,1,0,0,1,0,0,0,0,0,0,0
0.12,0.12,0.03745318352059925,0.05,0.125,413799703,21824965,0,0,0,0,1,0,0,0,0,0,0,0
0.24,0.14285714285714285,0.05393258426966292,0.1,0.1875,413926168,21604182,0,0,0,0,1,0,0,0,0,0,0,0
0.28,0.10714285714285714,0.028089887640449437,0.05,0.125,413990948,22054356,0,1,0,0,1,0,0,0,0,0,0,0
0.48,0.18857142857142858,0.10262172284644194,0.1,0.1875,413904444,2138662,0,0,0,0,1,0,0,0,0,0,0,0
0.16,0.05285714285714286,0.022846441947565542,0.05,0.125,413723173,20922293,1,1,0,0,1,0,0,1,0,1,0,1
0.16,0.04271428571428571,0.017228464419475654,0.025,0.0625,413723173,20922293,1,1,0,0,1,0,0,1,0,1,0,1
0.16,0.05285714285714286,0.022846441947565542,0.05,0.125,413723173,20922293,1,1,0,0,1,0,0,1,0,1,0,1
0.16,0.04271428571428571,0.017228464419475654,0.025,0.0625,413723173,20922293,1,1,0,0,1,0,0,1,0,1,0,1
0.2,0.047857142857142855,0.035955056179775284,0.075,0.125,414409271,22356927,1,1,0,0,1,0,0,1,0,1,0,1
0.24,0.04857142857142857,0.04307116104868914,0.075,0.125,414409271,22356927,1,1,0,0,1,0,0,1,0,1,0,1
0.16,0.04657142857142857,0.035580524344569285,0.075,0.125,414409271,22356927,1,1,0,0,1,0,0,1,0,1,0,1
0.24,0.048285714285714286,0.035955056179775284,0.075,0.125,414409271,22356927,1,1,0,0,1,0,0,1,0,1,0,1
0.28,0.042057142857142855,0.0299625468164794,0.05,0.125,413536554,21434868,1,1,0,0,1,0,0,1,0,1,0,1
0.32,0.04928571428571429,0.04269662921348315,0.075,0.125,413536554,21434868,1,1,0,0,1,0,0,1,0,1,0,1
0.2,0.0486,0.035955056179775284,0.075,0.125,413536554,21434868,1,1,0,0,1,0,0,1,0,1,0,1
0.04,0.05114285714285714,0.04157303370786517,0.075,0.125,41439153,22375823,1,1,0,0,1,0,0,1,0,1,0,1
0.2,0.052571428571428575,0.04157303370786517,0.075,0.125,41439153,22375823,1,1,0,0,1,0,0,1,0,1,0,1
0.08,0.05,0.03932584269662921,0.075,0.125,41439153,22375823,1,1,0,0,1,0,0,1,0,1,0,1
0.24,0.05657142857142857,0.04456928838951311,0.075,0.125,41439153,22375823,1,1,0,0,1,0,0,1,0,1,0,1
0.04,0.05114285714285714,0.04082397003745318,0.075,0.125,41439153,22375823,1,1,0,0,1,0,0,1,0,1,0,1
0.12,0.05028571428571429,0.04157303370786517,0.075,0.125,41439153,22375823,1,1,0,0,1,0,0,1,0,1,0,1
0.24,0.056857142857142856,0.04307116104868914,0.075,0.125,41439153,22375823,1,1,0,0,1,0,0,1,0,1,0,1
0.24,0.04668571428571429,0.0299625468164794,0.05,0.125,413536554,21434868,1,1,0,0,1,0,0,1,0,1,0,1
0.04,0.047142857142857146,0.03932584269662921,0.075,0.125,41439153,22375823,1,1,0,0,1,0,0,1,0,1,0,1
0.0,0.09714285714285714,0.0449438202247191,0.1,0.1875,414016434,21840842,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.1,0.031835205992509365,0.1,0.0625,413952161,21805458,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.09142857142857143,0.0449438202247191,0.1,0.125,413825844,2175386,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.10571428571428572,0.017602996254681647,0.025,0.0625,413890119,2165099,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.16857142857142857,0.0299625468164794,0.05,0.0625,413903514,21655945,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.12,0.03295880149812734,0.05,0.125,4139362,21710822,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.11428571428571428,0.019850187265917602,0.025,0.0625,413945037,21712344,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.10142857142857142,0.054307116104868915,0.1,0.125,413783908,21169207,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.12285714285714286,0.028089887640449437,0.05,0.25,414106799,21729029,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.24285714285714285,0.056179775280898875,0.075,0.125,414095898,21532205,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.22857142857142856,0.06554307116104868,0.075,0.1875,414083845,21551979,0,0,0,1,0,0,0,0,0,0,0,1
0.0,0.18285714285714286,0.062172284644194754,0.05,0.125,413865596,21567905,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.09971428571428571,0.033707865168539325,0.1,0.125,413777334,21610087,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.13142857142857142,0.033707865168539325,0.05,0.125,414105615,21555681,0,0,0,0,0,1,0,0,0,0,0,1
0.04,0.06085714285714286,0.02397003745318352,0.0,0.0625,413827798,21817328,1,0,0,0,0,0,1,0,0,0,0,1
0.04,0.06714285714285714,0.02846441947565543,0.075,0.125,413994088,21668985,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07714285714285714,0.0599250936329588,0.1,0.1875,413871676,21131761,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.08285714285714285,0.026217228464419477,0.05,0.0625,412670708,19622107,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06571428571428571,0.042322097378277156,0.1,0.125,413805616,20786522,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.07128571428571429,0.031835205992509365,0.05,0.125,414049846,21631278,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.04119850187265917,0.05,0.0625,412653819,19369359,0,1,0,0,1,0,0,0,0,0,0,1
0.04,0.07285714285714286,0.026217228464419477,0.05,0.0625,414012686,21753253,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.03258426966292135,0.075,0.125,413878127,21591778,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07314285714285715,0.02958801498127341,0.05,0.0625,413781286,21635727,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06271428571428571,0.04531835205992509,0.05,0.1875,414094059,21394043,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07485714285714286,0.02247191011235955,0.05,0.125,414026245,21610572,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07857142857142857,0.0299625468164794,0.05,0.0625,4139193,21644371,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07471428571428572,0.02247191011235955,0.05,0.125,414024775,21632161,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.018352059925093634,0.05,0.0625,412674866,19549084,0,1,0,0,1,0,0,0,0,0,0,1
0.04,0.08571428571428572,0.028089887640449437,0.05,0.125,413873564,21660732,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07285714285714286,0.048314606741573035,0.075,0.125,41269641,20161503,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.07128571428571429,0.0449438202247191,0.075,0.125,413681463,21393622,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08442857142857142,0.0299625468164794,0.05,0.0625,413922213,21780884,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07785714285714286,0.024344569288389514,0.05,0.125,413996721,21623999,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06785714285714285,0.02846441947565543,0.05,0.125,413848021,21533,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.082,0.029213483146067417,0.05,0.125,413970118,21722987,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.063,0.02247191011235955,0.025,0.0625,413837756,21826218,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06142857142857143,0.02247191011235955,0.025,0.0625,414091846,21771195,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07385714285714286,0.026217228464419477,0.05,0.125,413914775,21509377,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08428571428571428,0.0599250936329588,0.1,0.1875,413824244,21765204,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06914285714285714,0.031835205992509365,0.075,0.0625,413962398,21695375,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08571428571428572,0.031835205992509365,0.075,0.1875,414003957,21627927,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07428571428571429,0.04119850187265917,0.075,0.125,413878809,21659641,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07128571428571429,0.0299625468164794,0.075,0.125,413916326,21582588,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07,0.026217228464419477,0.025,0.0625,413805129,21804046,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08114285714285714,0.0299625468164794,0.05,0.125,41384326,21684602,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08,0.031835205992509365,0.1,0.125,413759521,21295459,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.03670411985018727,0.075,0.125,414075243,21475504,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07285714285714286,0.024344569288389514,0.05,0.0625,413872161,21418757,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.033707865168539325,0.075,0.125,413834458,21709611,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06857142857142857,0.043820224719101124,0.1,0.125,414012322,21667522,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08542857142857142,0.033707865168539325,0.075,0.125,413790697,2172126,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06557142857142857,0.033707865168539325,0.075,0.125,413874421,21534644,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.04119850187265917,0.125,0.125,414049879,21491297,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08,0.0449438202247191,0.05,0.125,413910162,21576477,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07857142857142857,0.03932584269662921,0.075,0.125,413953329,21214627,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.08571428571428572,0.0599250936329588,0.1,0.1875,413833917,21776385,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06428571428571428,0.035580524344569285,0.05,0.125,413969555,21453698,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08285714285714285,0.08239700374531835,0.125,0.25,414226722,21920543,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.028089887640449437,0.05,0.0625,414044372,21767127,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08428571428571428,0.03857677902621723,0.05,0.125,413916401,21602693,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.04119850187265917,0.05,0.125,413861963,21737046,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.04644194756554307,0.075,0.0625,412668787,19568571,0,1,0,0,1,0,0,0,0,0,0,1
0.04,0.07714285714285714,0.040074906367041196,0.05,0.125,413949483,21628051,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08428571428571428,0.030337078651685393,0.075,0.125,414025609,22098235,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07428571428571429,0.03857677902621723,0.05,0.125,413939161,21308019,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.028089887640449437,0.05,0.125,414077819,21742938,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.04868913857677903,0.05,0.0625,413900718,21034558,0,0,0,0,0,1,0,0,0,0,0,1
0.04,0.06714285714285714,0.03745318352059925,0.075,0.125,41381577,21830575,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08314285714285714,0.07078651685393259,0.075,0.1875,414086632,2215767,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.07,0.039700374531835204,0.075,0.125,413914187,21534072,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.036329588014981276,0.075,0.125,413988611,21631701,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08142857142857143,0.06441947565543071,0.125,0.1875,4139487,21510971,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08428571428571428,0.03932584269662921,0.05,0.125,413925978,21588577,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.0714,0.02247191011235955,0.075,0.0625,414030153,21817775,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08362857142857143,0.04082397003745318,0.1,0.125,414146613,21958627,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06571428571428571,0.041947565543071164,0.05,0.125,413866436,2163365,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.026217228464419477,0.05,0.0625,414034151,21558794,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08571428571428572,0.06426966292134831,0.1,0.125,415252401,23932411,1,0,0,0,0,1,0,0,0,0,0,1
0.04,0.06571428571428571,0.042322097378277156,0.05,0.125,413860802,21614959,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07785714285714286,0.054307116104868915,0.1,0.1875,413957707,21331242,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.044194756554307116,0.1,0.125,414054803,2177473,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.04157303370786517,0.075,0.125,414047907,21976005,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.07114285714285715,0.033707865168539325,0.075,0.125,414013583,21663412,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.02247191011235955,0.05,0.0625,413803222,21503886,1,0,0,0,1,0,0,0,1,0,0,1
0.04,0.06571428571428571,0.040074906367041196,0.025,0.0625,415025875,23894452,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07714285714285714,0.0299625468164794,0.075,0.125,413982025,21651834,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.03857677902621723,0.1,0.125,413950493,21669256,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.0299625468164794,0.05,0.125,413742682,21444432,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06857142857142857,0.052808988764044947,0.075,0.1875,413989799,21605241,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06857142857142857,0.040074906367041196,0.075,0.125,413787042,21808724,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.037827715355805244,0.1,0.125,414103169,21865405,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07714285714285714,0.0299625468164794,0.05,0.125,413834696,2184393,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08142857142857143,0.04756554307116105,0.075,0.125,414017499,21371284,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06414285714285714,0.018726591760299626,0.025,0.0625,413973164,21436549,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08,0.0449438202247191,0.1,0.125,413878762,21449522,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06571428571428571,0.033707865168539325,0.05,0.125,413807642,21794438,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.04119850187265917,0.1,0.125,413832362,21385728,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.044194756554307116,0.1,0.125,414032601,21803246,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.06828571428571428,0.04307116104868914,0.05,0.125,413876576,21677569,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08428571428571428,0.0449438202247191,0.075,0.125,414030828,22109779,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07571428571428572,0.0599250936329588,0.075,0.1875,412810702,19683912,1,1,0,1,0,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.03932584269662921,0.075,0.0625,412711157,19472802,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08285714285714285,0.04868913857677903,0.125,0.125,41386628,21833551,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06857142857142857,0.04119850187265917,0.05,0.0625,413964769,2162638,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07342857142857143,0.027715355805243445,0.05,0.125,413816437,21631281,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.075,0.027715355805243445,0.05,0.125,413821419,21599524,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08571428571428572,0.0599250936329588,0.1,0.1875,413803417,21763461,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.031835205992509365,0.075,0.125,41288701,19882203,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06857142857142857,0.052434456928838954,0.075,0.1875,413937685,21630864,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07428571428571429,0.03745318352059925,0.05,0.125,413822575,20972199,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.04119850187265917,0.075,0.125,414878701,23285147,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.039700374531835204,0.05,0.125,413768863,21753404,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.03258426966292135,0.05,0.125,413910212,21674037,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.0951310861423221,0.15,0.1875,413974,21247811,1,0,0,0,1,0,0,0,1,0,0,1
0.04,0.06428571428571428,0.05355805243445693,0.05,0.0625,413804353,21801756,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08571428571428572,0.024344569288389514,0.05,0.0625,412811015,19764964,0,1,0,0,1,0,0,0,0,0,0,1
0.04,0.078,0.03745318352059925,0.05,0.125,413908461,21755104,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08,0.03220973782771536,0.075,0.125,414024478,2199093,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07685714285714286,0.031835205992509365,0.075,0.125,413803519,21810514,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06657142857142857,0.033707865168539325,0.075,0.125,414141597,21408068,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07714285714285714,0.033707865168539325,0.05,0.125,41382642,21861756,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07428571428571429,0.03745318352059925,0.05,0.125,413835814,20958702,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.016853932584269662,0.025,0.0625,413967771,21443877,1,0,0,1,0,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.033707865168539325,0.05,0.125,413808267,2185913,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.033707865168539325,0.05,0.125,413806559,2186779,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.04307116104868914,0.1,0.125,414029478,22047603,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.026217228464419477,0.075,0.125,414094395,21602821,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07428571428571429,0.07116104868913857,0.075,0.0625,413752458,21156025,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.020599250936329586,0.05,0.0625,414090451,21420292,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.02247191011235955,0.025,0.0625,413942187,2123635,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.02247191011235955,0.025,0.0625,413964094,21236221,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.08285714285714285,0.038202247191011236,0.075,0.125,413804728,21542224,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.03220973782771536,0.075,0.125,414012479,22016686,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07714285714285714,0.031835205992509365,0.075,0.0625,41402036,21465334,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08571428571428572,0.0749063670411985,0.1,0.1875,413957631,21338746,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.1,0.0647940074906367,0.1,0.1875,414025938,21394834,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08571428571428572,0.033707865168539325,0.05,0.125,413874008,21678773,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06571428571428571,0.042322097378277156,0.1,0.125,413796934,20793007,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.07928571428571428,0.022846441947565542,0.025,0.0625,413873935,21425669,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06285714285714286,0.035580524344569285,0.05,0.125,413874483,21736739,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07714285714285714,0.02247191011235955,0.05,0.0625,41392099,21795689,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06571428571428571,0.027715355805243445,0.05,0.0625,414045871,21738652,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08285714285714285,0.049812734082397,0.075,0.125,413996424,2139272,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.08,0.026217228464419477,0.025,0.125,413942172,21566602,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08,0.043820224719101124,0.075,0.125,414007494,21512012,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.03745318352059925,0.1,0.125,416061559,22879909,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08557142857142858,0.024719101123595506,0.025,0.0625,413912833,21662286,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08542857142857142,0.033707865168539325,0.075,0.125,41408218,21774169,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07214285714285715,0.018726591760299626,0.025,0.0625,413962126,21785072,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07628571428571429,0.024344569288389514,0.05,0.125,413818199,21542526,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08571428571428572,0.03445692883895131,0.075,0.1875,413966484,21620615,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08571428571428572,0.031835205992509365,0.1,0.125,41374311,21311957,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08571428571428572,0.03932584269662921,0.075,0.1875,41383983,21663248,1,0,0,0,0,1,0,0,0,0,0,1
0.04,0.06542857142857143,0.020973782771535582,0.05,0.125,413867693,21728665,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.069,0.020599250936329586,0.05,0.125,413893188,21725514,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06428571428571428,0.026217228464419477,0.05,0.0625,413814707,21701947,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08171428571428571,0.03857677902621723,0.05,0.125,414073417,21995217,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.07714285714285714,0.040074906367041196,0.075,0.125,41383663,21799664,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06291428571428571,0.05056179775280899,0.075,0.125,413618119,21293942,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08,0.045692883895131084,0.075,0.125,413990536,2149908,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06857142857142857,0.030711610486891385,0.05,0.125,413882444,21597136,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.033707865168539325,0.05,0.125,413839192,21858418,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07714285714285714,0.028089887640449437,0.075,0.125,413713478,21247623,1,0,0,1,0,0,0,0,0,0,0,1
0.04,0.08571428571428572,0.04119850187265917,0.1,0.125,414003349,22079717,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.08,0.045692883895131084,0.075,0.125,414002385,21479008,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08,0.033707865168539325,0.05,0.125,41382893,21730759,1,0,0,0,1,0,0,0,0,0,0,1
